,mwra
24111,0.0
12171,1.0
31634,0.0
16396,1.0
10976,0.0
453,1.0
9241,1.0
3457,1.0
45366,1.0
46329,1.0
17043,0.0
23806,1.0
29715,1.0
33108,0.0
33708,1.0
35507,1.0
36964,0.0
36839,0.0
29825,1.0
8222,0.0
39131,1.0
5796,0.0
36445,1.0
8864,0.0
46718,1.0
29680,1.0
5188,0.0
17492,1.0
35030,1.0
41573,1.0
22219,1.0
20710,1.0
13186,1.0
1779,1.0
35321,0.0
48296,1.0
2686,0.0
1040,0.0
16939,0.0
3071,1.0
20858,1.0
41040,0.0
43534,1.0
43068,1.0
29844,1.0
7766,1.0
28561,1.0
44580,0.0
15663,1.0
15128,1.0
12031,1.0
42388,1.0
7961,1.0
40167,0.0
29505,1.0
10303,1.0
13503,1.0
38607,1.0
2024,1.0
28,1.0
9718,1.0
43249,1.0
33123,1.0
3170,0.0
42711,0.0
11560,1.0
18460,0.0
3675,1.0
15450,1.0
20608,1.0
6749,1.0
32888,1.0
20612,1.0
38347,0.0
328,0.0
19665,0.0
2370,1.0
15791,1.0
27382,0.0
43982,0.0
10871,0.0
18562,0.0
13362,1.0
41217,0.0
45031,0.0
25473,1.0
35891,1.0
46979,1.0
40685,1.0
45121,1.0
29799,1.0
42677,0.0
43613,0.0
20390,0.0
37637,0.0
15605,1.0
14485,1.0
6213,0.0
19641,1.0
34550,1.0
39753,0.0
13275,1.0
21137,0.0
17061,1.0
14385,0.0
6789,0.0
34160,1.0
26287,1.0
20121,1.0
39462,1.0
35983,1.0
8989,1.0
12305,1.0
10912,1.0
30988,0.0
35790,0.0
38169,1.0
10100,1.0
39643,1.0
21575,0.0
37387,1.0
43673,1.0
8719,1.0
8558,1.0
24251,1.0
12454,1.0
6825,1.0
31826,0.0
22554,0.0
34841,0.0
4423,0.0
6862,0.0
39754,0.0
20760,0.0
15635,1.0
40050,1.0
35694,1.0
41392,1.0
9825,1.0
9479,1.0
8733,1.0
16874,1.0
20081,0.0
33715,0.0
33383,1.0
39897,1.0
42507,0.0
9699,0.0
43911,1.0
6841,0.0
26811,1.0
17194,0.0
2073,1.0
37260,0.0
33653,0.0
18174,0.0
11334,0.0
14621,1.0
15332,1.0
40097,1.0
3895,1.0
767,1.0
8012,1.0
28801,1.0
16363,0.0
42475,0.0
24747,1.0
808,1.0
24309,1.0
1468,1.0
30337,0.0
5419,1.0
45578,0.0
34328,1.0
21059,1.0
12673,0.0
6041,1.0
47925,1.0
46678,1.0
31362,0.0
18635,1.0
34929,0.0
21058,1.0
23840,0.0
37420,1.0
25502,1.0
15733,1.0
10116,1.0
7265,1.0
29483,1.0
45093,0.0
36704,1.0
15043,0.0
23525,0.0
27608,0.0
36975,0.0
23097,1.0
30974,1.0
14033,1.0
26028,1.0
34917,1.0
20541,1.0
26498,1.0
74,0.0
719,1.0
23723,0.0
42280,1.0
3932,1.0
42408,1.0
46123,1.0
40049,1.0
32317,0.0
30728,1.0
44061,1.0
4067,0.0
20104,1.0
13100,0.0
30544,0.0
27818,0.0
17513,1.0
40728,1.0
37899,1.0
24310,1.0
20619,0.0
24207,0.0
40164,0.0
17138,0.0
1537,0.0
44370,0.0
45255,1.0
42048,0.0
20409,0.0
21602,1.0
23610,1.0
31629,1.0
6093,1.0
43275,1.0
37960,1.0
29883,1.0
8793,1.0
21301,0.0
1308,1.0
14374,1.0
1582,0.0
35199,0.0
1044,0.0
45440,0.0
37777,0.0
7633,0.0
10931,0.0
38259,0.0
20183,1.0
34808,0.0
18467,1.0
37999,1.0
38967,1.0
44581,0.0
25251,1.0
10737,0.0
12191,1.0
22398,0.0
43539,1.0
32334,1.0
22372,1.0
11801,1.0
20171,1.0
28930,1.0
14650,1.0
9318,1.0
46643,0.0
17706,1.0
15096,0.0
1294,1.0
30962,1.0
34768,0.0
34831,0.0
34275,0.0
39451,1.0
20002,0.0
5577,1.0
35660,1.0
5611,0.0
5335,1.0
9546,1.0
23350,1.0
4141,0.0
43164,1.0
46961,0.0
43496,1.0
30836,0.0
38784,1.0
12224,1.0
23104,0.0
9583,1.0
27027,1.0
25601,1.0
40791,1.0
30725,0.0
37528,1.0
17331,1.0
11689,0.0
23369,1.0
14196,0.0
31816,1.0
20269,1.0
6697,0.0
25820,0.0
27867,0.0
17948,0.0
37466,0.0
3320,1.0
21576,0.0
10464,0.0
30733,1.0
4773,1.0
39343,1.0
43836,0.0
37477,1.0
23916,1.0
24143,0.0
20981,0.0
30492,1.0
25993,1.0
38553,1.0
39993,1.0
2311,1.0
28919,1.0
23380,1.0
12658,1.0
15167,0.0
12916,1.0
2823,0.0
4551,0.0
38104,0.0
11437,1.0
45596,1.0
28477,1.0
11353,1.0
27370,1.0
8399,0.0
9079,0.0
524,1.0
44304,1.0
30766,1.0
32890,0.0
20750,0.0
30461,1.0
15620,1.0
2283,1.0
3052,1.0
14292,0.0
28036,1.0
40742,1.0
15173,1.0
48,1.0
35953,0.0
14345,0.0
229,1.0
35592,0.0
33737,1.0
35775,1.0
29163,1.0
47865,0.0
17458,1.0
10942,0.0
45263,1.0
39978,0.0
35712,1.0
25022,0.0
26746,0.0
37201,1.0
45147,0.0
36929,1.0
11232,1.0
38090,0.0
13753,1.0
42528,1.0
35187,0.0
6207,0.0
13303,1.0
29443,1.0
23590,0.0
42279,1.0
28853,0.0
18312,1.0
44342,0.0
32991,1.0
36404,1.0
47573,0.0
42810,1.0
35268,1.0
47245,0.0
43952,0.0
33332,1.0
10367,1.0
33690,1.0
36701,1.0
31932,1.0
7959,0.0
19091,1.0
48083,0.0
22340,0.0
30522,1.0
18316,1.0
15994,1.0
47519,1.0
30286,1.0
10889,1.0
29150,0.0
7645,0.0
14116,0.0
44030,0.0
2833,0.0
23790,1.0
24624,1.0
40991,0.0
43103,1.0
9979,1.0
41013,1.0
18259,1.0
36863,0.0
19073,0.0
3990,0.0
14799,1.0
3880,1.0
33861,1.0
37953,1.0
44036,1.0
40522,0.0
11975,0.0
7746,1.0
26505,0.0
34932,1.0
35654,1.0
37122,0.0
5666,1.0
32940,1.0
33407,0.0
3407,1.0
22880,1.0
1548,1.0
7435,1.0
10024,1.0
33804,1.0
11814,0.0
29113,0.0
8418,1.0
9582,1.0
28666,0.0
13107,1.0
12467,1.0
32332,1.0
44300,1.0
33122,1.0
42669,1.0
38672,1.0
33932,1.0
845,1.0
25389,1.0
3395,1.0
11559,1.0
3127,1.0
15138,0.0
43403,1.0
44454,0.0
954,0.0
3587,1.0
3557,0.0
44315,1.0
28948,1.0
46521,0.0
37939,1.0
40166,0.0
11267,0.0
28481,0.0
46173,0.0
9484,1.0
16892,0.0
42524,1.0
18645,0.0
23042,0.0
8177,0.0
20805,1.0
17485,1.0
35371,1.0
8609,1.0
8061,0.0
12601,1.0
33477,0.0
32886,1.0
4598,0.0
2042,1.0
6130,0.0
31528,0.0
33085,1.0
10566,1.0
38083,1.0
2064,0.0
14457,0.0
13419,1.0
29661,1.0
22990,0.0
31169,1.0
21387,1.0
6523,1.0
38507,0.0
39044,1.0
5470,0.0
22200,1.0
14336,0.0
30936,1.0
24014,0.0
36931,1.0
27301,1.0
13180,1.0
33171,1.0
37679,0.0
27926,0.0
44373,0.0
6378,0.0
18625,1.0
19867,0.0
14744,1.0
43086,1.0
6310,0.0
9219,0.0
35362,1.0
44385,0.0
31213,1.0
15867,0.0
21411,1.0
48253,1.0
21665,1.0
1502,0.0
27445,1.0
26183,1.0
29777,0.0
46634,0.0
5851,0.0
7194,0.0
29841,1.0
2939,1.0
22906,0.0
1070,0.0
6784,1.0
14444,0.0
10672,1.0
19156,0.0
36160,1.0
27912,1.0
19790,0.0
21120,1.0
21782,1.0
28258,0.0
28362,0.0
37661,1.0
8720,1.0
21560,0.0
19159,1.0
38885,1.0
39335,1.0
24099,0.0
5670,0.0
8949,1.0
21876,1.0
47521,1.0
31556,1.0
26128,1.0
44680,0.0
33342,1.0
11182,0.0
37146,0.0
25616,0.0
45807,0.0
16698,1.0
30761,0.0
27765,0.0
8695,1.0
22738,0.0
10514,0.0
17232,1.0
35016,1.0
15958,1.0
38384,1.0
31692,0.0
47136,0.0
22486,1.0
42292,1.0
24502,1.0
28513,1.0
30828,0.0
21939,1.0
38867,0.0
33765,0.0
40162,1.0
20756,1.0
19881,1.0
17794,1.0
8032,0.0
1407,1.0
46402,1.0
14021,1.0
14254,0.0
18196,1.0
31351,1.0
33461,1.0
21395,0.0
9174,0.0
4175,1.0
44558,0.0
13382,1.0
26424,0.0
16645,1.0
11529,0.0
15979,1.0
36643,1.0
20400,1.0
3626,0.0
39132,1.0
39520,0.0
37879,0.0
36323,1.0
10386,0.0
19751,1.0
3516,0.0
35294,1.0
20528,0.0
40660,1.0
17264,0.0
19122,0.0
34235,0.0
8154,1.0
44776,1.0
13833,0.0
28902,1.0
29992,0.0
19423,0.0
4150,0.0
39236,0.0
6571,0.0
28408,1.0
23851,1.0
44838,1.0
40978,1.0
15155,0.0
13779,0.0
33635,1.0
27043,0.0
15761,1.0
44778,0.0
402,0.0
37196,1.0
46689,0.0
46316,1.0
39828,1.0
3317,0.0
39619,1.0
18231,1.0
47791,1.0
17718,1.0
25163,0.0
38523,0.0
46753,1.0
47440,0.0
43932,0.0
3491,1.0
15339,1.0
37341,1.0
44058,1.0
24090,1.0
7054,1.0
31416,0.0
35919,0.0
31099,1.0
47633,1.0
36790,0.0
32353,1.0
38698,0.0
25650,0.0
2607,0.0
2429,1.0
45804,0.0
18646,0.0
835,1.0
8624,1.0
33941,1.0
25494,1.0
21673,1.0
28333,0.0
40866,0.0
4951,1.0
18799,0.0
11332,0.0
36175,1.0
25009,1.0
47752,0.0
8963,0.0
34765,0.0
8417,1.0
12278,1.0
30328,0.0
27710,1.0
5629,0.0
43571,0.0
37521,0.0
43993,1.0
3681,1.0
19403,1.0
40216,1.0
29475,0.0
41500,0.0
3985,0.0
15198,1.0
42329,1.0
8412,0.0
23205,1.0
33422,0.0
39288,1.0
22834,1.0
25343,0.0
19556,0.0
11831,1.0
28742,1.0
16928,0.0
33972,1.0
35651,1.0
2637,0.0
46272,1.0
19049,1.0
18252,0.0
27105,1.0
48109,0.0
27959,0.0
4379,1.0
11957,0.0
19187,1.0
27573,1.0
40456,1.0
26331,0.0
46701,1.0
30297,0.0
40843,1.0
14635,1.0
13161,1.0
6479,0.0
12476,1.0
33757,0.0
35450,1.0
20698,0.0
17392,0.0
39148,1.0
23023,1.0
22356,1.0
42546,1.0
40555,0.0
29571,0.0
27200,0.0
36591,1.0
21646,1.0
8446,0.0
29087,1.0
37927,0.0
654,1.0
5812,0.0
21672,1.0
2892,1.0
46816,1.0
9612,1.0
3044,0.0
24904,0.0
21691,1.0
6159,1.0
13515,0.0
6022,0.0
37860,0.0
45530,0.0
11211,0.0
11221,0.0
10828,0.0
23121,0.0
3659,0.0
3326,1.0
9465,0.0
25938,0.0
44660,1.0
27829,0.0
21917,1.0
11673,0.0
30831,0.0
33313,1.0
2880,1.0
22223,1.0
32018,1.0
21341,1.0
44485,0.0
16195,0.0
33710,0.0
19619,0.0
46319,1.0
41136,0.0
31625,1.0
16692,0.0
32427,0.0
46908,1.0
29553,1.0
23777,0.0
23456,0.0
31406,1.0
12817,1.0
45045,0.0
28960,1.0
47020,0.0
2623,0.0
22302,0.0
29148,0.0
41302,1.0
41139,1.0
41397,0.0
19222,1.0
37706,1.0
24600,1.0
14249,0.0
40115,0.0
755,0.0
21304,0.0
2779,1.0
45168,0.0
30077,1.0
38968,1.0
20308,0.0
16453,1.0
21751,1.0
8084,1.0
15047,1.0
47411,1.0
40325,0.0
41337,0.0
15734,1.0
38729,1.0
18987,0.0
12373,1.0
30251,0.0
7868,1.0
21797,1.0
43663,0.0
31624,0.0
6998,1.0
30935,1.0
18667,1.0
20116,0.0
9045,1.0
23508,0.0
45025,1.0
48044,1.0
23004,1.0
23331,0.0
5127,1.0
9327,0.0
29140,1.0
1545,1.0
739,0.0
10875,1.0
1674,0.0
29697,1.0
39752,0.0
39563,1.0
4732,0.0
43645,0.0
33541,1.0
8521,0.0
21584,1.0
2244,0.0
40056,0.0
28885,0.0
5204,0.0
30825,0.0
39691,1.0
20224,0.0
11998,0.0
45805,0.0
1936,0.0
6665,0.0
3240,1.0
36077,1.0
10358,0.0
363,0.0
20107,1.0
46398,0.0
24054,1.0
37494,1.0
19324,0.0
34409,1.0
40775,1.0
20901,1.0
27914,1.0
1172,1.0
37268,0.0
36110,1.0
36132,1.0
46733,0.0
12665,1.0
34178,1.0
12479,1.0
39434,1.0
17199,1.0
22884,0.0
23706,1.0
34899,1.0
34565,0.0
40495,1.0
4575,1.0
5190,0.0
40935,1.0
19506,1.0
15732,1.0
30429,0.0
20659,1.0
3089,0.0
21637,1.0
24813,0.0
2831,1.0
8269,1.0
32355,1.0
26111,0.0
15627,1.0
29878,0.0
43772,0.0
39469,0.0
39041,0.0
5499,1.0
6447,1.0
15613,1.0
45843,1.0
27369,1.0
32559,1.0
26905,0.0
35709,1.0
26327,0.0
45097,0.0
41515,0.0
21209,0.0
25739,1.0
34305,0.0
42445,1.0
5555,0.0
40096,0.0
36953,1.0
27718,1.0
13647,1.0
38799,1.0
11397,0.0
13147,0.0
3228,0.0
7367,1.0
143,1.0
23817,0.0
39472,1.0
9344,1.0
14141,0.0
33980,1.0
29079,1.0
47852,0.0
18733,1.0
9261,0.0
20085,0.0
44594,1.0
21811,1.0
20167,1.0
44774,1.0
25241,1.0
29238,1.0
27454,1.0
30699,0.0
46869,0.0
786,1.0
11049,0.0
18100,1.0
42511,0.0
15792,1.0
12379,1.0
153,1.0
13016,1.0
14259,1.0
37394,1.0
26870,1.0
45315,0.0
11468,0.0
32363,1.0
22634,0.0
4654,1.0
8055,0.0
44092,0.0
23889,1.0
30851,0.0
8926,1.0
35853,0.0
1552,1.0
13393,1.0
495,1.0
35089,1.0
25161,1.0
32919,1.0
47656,1.0
44860,1.0
1364,1.0
18122,0.0
23345,1.0
29968,0.0
15696,0.0
19267,0.0
3720,0.0
39895,1.0
9533,0.0
26619,0.0
17272,1.0
38239,1.0
31376,0.0
15479,1.0
32167,0.0
20906,1.0
27160,1.0
16149,0.0
7382,0.0
15630,1.0
21118,1.0
20977,1.0
5840,0.0
16667,0.0
12861,0.0
22559,1.0
18984,0.0
36919,0.0
14271,1.0
48015,1.0
20462,0.0
10313,0.0
23760,1.0
30435,0.0
4321,1.0
35929,1.0
35398,1.0
3174,0.0
35333,1.0
17587,1.0
3114,1.0
26655,0.0
23110,0.0
41917,1.0
3225,1.0
40860,1.0
20175,1.0
40566,1.0
8997,1.0
45402,0.0
40544,1.0
14201,0.0
35908,1.0
38106,0.0
25142,1.0
44621,1.0
39886,1.0
6937,1.0
17451,1.0
29062,0.0
5529,0.0
5398,0.0
11360,1.0
17285,1.0
35897,1.0
10740,1.0
8320,1.0
5269,1.0
34629,1.0
10891,0.0
48258,0.0
32769,0.0
35474,1.0
13327,1.0
21709,1.0
9196,1.0
39725,1.0
2155,1.0
19782,1.0
4011,1.0
47119,1.0
11962,0.0
32016,1.0
38591,0.0
12352,1.0
15323,0.0
44437,1.0
23065,0.0
9269,0.0
32634,0.0
8683,1.0
16562,1.0
6464,1.0
45597,1.0
29491,1.0
18300,1.0
46968,1.0
26081,0.0
40875,1.0
47804,1.0
15927,1.0
28610,0.0
23991,0.0
1230,0.0
27094,0.0
34085,0.0
4368,1.0
27025,1.0
42167,0.0
6080,0.0
35369,1.0
6568,0.0
18557,1.0
13276,1.0
22813,1.0
29245,1.0
25186,0.0
7995,1.0
36536,0.0
32574,1.0
24658,1.0
9599,1.0
4631,1.0
15424,1.0
29511,0.0
12197,1.0
42364,0.0
27155,1.0
27314,1.0
32439,1.0
7465,1.0
34635,1.0
42357,1.0
35289,1.0
1820,1.0
2410,1.0
42978,1.0
39405,0.0
16576,1.0
29991,0.0
13929,1.0
6391,1.0
34886,0.0
36547,1.0
41785,0.0
2809,1.0
33266,1.0
33686,0.0
37052,0.0
43962,0.0
24746,1.0
228,1.0
35509,0.0
13329,1.0
11703,0.0
9271,1.0
6001,1.0
28229,0.0
33896,1.0
10400,1.0
34335,1.0
34474,1.0
23834,0.0
3153,0.0
10364,1.0
40067,1.0
215,1.0
39008,0.0
23488,0.0
26950,0.0
9824,0.0
35693,1.0
9637,1.0
48367,1.0
40277,1.0
35427,1.0
24426,0.0
1449,1.0
39620,1.0
13799,0.0
43990,1.0
28307,1.0
44129,0.0
29670,1.0
10832,1.0
41821,1.0
34273,1.0
6054,0.0
31875,1.0
36993,1.0
47043,0.0
35967,0.0
47758,0.0
6449,1.0
28132,1.0
37203,1.0
11357,0.0
42612,1.0
13668,0.0
31105,0.0
14645,0.0
18445,1.0
27388,1.0
34758,0.0
27125,1.0
43128,0.0
45231,0.0
36942,0.0
41505,1.0
23308,1.0
29424,0.0
15581,1.0
25855,0.0
10143,1.0
38248,0.0
46755,1.0
21181,1.0
39182,1.0
15386,0.0
26181,1.0
35918,0.0
43064,1.0
9265,0.0
38737,0.0
30480,0.0
29086,1.0
47766,1.0
34159,1.0
33214,0.0
40205,1.0
44729,1.0
38914,0.0
14559,0.0
17796,1.0
46135,1.0
28386,0.0
44917,1.0
22504,1.0
34980,0.0
5603,1.0
22388,1.0
4938,1.0
20008,1.0
3158,0.0
9158,1.0
31973,0.0
463,1.0
615,1.0
6380,0.0
17719,1.0
16574,1.0
26220,0.0
30022,1.0
5178,1.0
47825,1.0
22706,0.0
21045,0.0
23474,0.0
6221,0.0
13386,1.0
28129,0.0
7037,1.0
15474,0.0
10570,0.0
15511,1.0
6358,1.0
44987,1.0
6691,1.0
10785,0.0
15881,1.0
31898,0.0
33798,1.0
23122,0.0
15859,1.0
32335,1.0
9947,1.0
20711,1.0
21493,0.0
45513,0.0
35685,1.0
39094,1.0
35139,1.0
3432,1.0
20863,1.0
4239,1.0
19773,1.0
26426,0.0
24900,0.0
25791,0.0
15187,1.0
2933,1.0
32330,1.0
29265,0.0
11970,1.0
47425,0.0
28022,1.0
731,0.0
11110,1.0
3084,0.0
7297,0.0
37356,0.0
31926,0.0
2795,1.0
25363,1.0
7601,1.0
798,1.0
22616,1.0
17118,0.0
42321,1.0
178,1.0
17558,0.0
13798,0.0
17174,0.0
32567,1.0
24648,0.0
29769,1.0
16932,0.0
23849,1.0
11772,0.0
7533,1.0
66,0.0
47675,0.0
37480,1.0
21598,0.0
15689,1.0
35340,1.0
46608,1.0
20225,0.0
17006,0.0
787,1.0
3332,1.0
47970,1.0
6008,0.0
24162,0.0
8334,1.0
47052,0.0
6297,0.0
32264,1.0
1191,1.0
515,0.0
30734,1.0
30024,1.0
27223,0.0
23283,0.0
14622,1.0
17898,0.0
6191,1.0
40005,0.0
5753,1.0
34836,0.0
40581,0.0
41004,1.0
16252,1.0
24920,1.0
15905,0.0
1462,0.0
18255,0.0
37344,0.0
27464,0.0
43821,0.0
7349,0.0
4818,1.0
220,1.0
26337,0.0
44343,0.0
37016,1.0
22499,0.0
39255,1.0
7036,1.0
5650,0.0
17632,0.0
44642,1.0
47424,0.0
29863,0.0
2881,1.0
42058,0.0
22444,0.0
901,1.0
34949,0.0
30232,1.0
23464,1.0
8219,1.0
1627,0.0
6772,0.0
14678,1.0
11440,0.0
28967,0.0
40025,0.0
40734,1.0
34924,1.0
4340,1.0
44626,1.0
18771,0.0
1073,0.0
21638,1.0
37298,1.0
29351,0.0
32626,1.0
38353,0.0
35755,0.0
21292,0.0
21398,0.0
31334,0.0
18324,1.0
3729,1.0
33949,1.0
1375,1.0
31658,0.0
17010,1.0
4758,0.0
30341,1.0
10304,1.0
36948,1.0
36854,0.0
2887,0.0
8876,1.0
20923,1.0
23067,0.0
39439,0.0
41979,1.0
17750,1.0
19023,1.0
17575,0.0
5602,1.0
32894,0.0
5296,1.0
13851,1.0
44017,1.0
25274,1.0
28379,1.0
20918,1.0
40437,1.0
6869,0.0
21042,0.0
9943,1.0
29709,0.0
39661,1.0
38196,1.0
9190,0.0
46479,0.0
21650,0.0
3786,1.0
34552,1.0
39884,1.0
4683,1.0
4270,1.0
32113,0.0
34806,1.0
20425,0.0
42049,0.0
19281,1.0
46798,1.0
43518,1.0
40644,1.0
3340,0.0
42504,0.0
38679,1.0
41863,1.0
41282,1.0
2031,1.0
17197,0.0
7235,0.0
12755,1.0
15327,0.0
30951,1.0
18610,0.0
45536,0.0
28091,1.0
27281,1.0
38417,1.0
27672,0.0
26026,0.0
14318,1.0
14506,1.0
36630,1.0
2936,1.0
3917,1.0
30063,1.0
34457,1.0
28112,0.0
33073,1.0
36824,1.0
43235,1.0
9837,1.0
9706,0.0
35081,0.0
26027,1.0
14308,1.0
34581,0.0
19880,1.0
41798,0.0
2062,1.0
6470,0.0
11279,1.0
16940,0.0
29122,0.0
48260,0.0
37038,1.0
20470,1.0
9095,1.0
19522,0.0
16972,1.0
36133,1.0
5515,0.0
11781,1.0
8226,1.0
15310,1.0
24604,0.0
35163,1.0
5506,1.0
26478,0.0
924,1.0
40902,1.0
12070,0.0
11706,0.0
35892,1.0
30916,1.0
19158,1.0
6559,1.0
42996,1.0
41913,1.0
12720,0.0
45180,1.0
41183,1.0
5798,0.0
28557,1.0
22366,1.0
38650,0.0
9782,0.0
27832,1.0
26025,0.0
18565,1.0
19627,1.0
38871,0.0
39516,0.0
29793,1.0
27843,1.0
13009,1.0
42781,1.0
31097,0.0
15966,1.0
25785,0.0
18690,1.0
16555,0.0
3956,1.0
5606,0.0
47493,1.0
34493,1.0
1184,1.0
44236,1.0
33672,1.0
19878,1.0
8346,1.0
7797,1.0
47270,1.0
6089,0.0
40696,1.0
45036,0.0
7933,1.0
10846,1.0
12177,0.0
9316,1.0
24594,0.0
11927,1.0
9927,1.0
7211,1.0
21061,1.0
35414,1.0
10073,1.0
39164,0.0
34246,1.0
692,1.0
39133,1.0
7370,0.0
34069,0.0
36483,1.0
44929,1.0
24495,0.0
37167,1.0
20900,1.0
30979,1.0
16122,1.0
8750,1.0
27151,1.0
1436,1.0
507,1.0
38170,0.0
12242,0.0
17303,1.0
28412,1.0
32263,1.0
4386,1.0
43549,0.0
10310,1.0
8921,0.0
8693,1.0
17027,0.0
25488,1.0
1539,0.0
9121,0.0
33979,1.0
15284,1.0
35328,1.0
22490,0.0
13029,0.0
11569,0.0
390,0.0
17576,0.0
31728,0.0
45159,0.0
32021,1.0
11350,1.0
25081,0.0
41203,0.0
6719,0.0
15540,0.0
27241,1.0
946,1.0
14327,1.0
14414,1.0
42893,0.0
35932,1.0
18157,1.0
13007,1.0
25373,1.0
36386,0.0
27405,1.0
7008,0.0
46781,0.0
42037,0.0
17304,1.0
4633,1.0
31086,0.0
17130,1.0
41750,1.0
27052,1.0
43486,0.0
30133,0.0
13945,1.0
24941,1.0
14342,0.0
38367,1.0
9290,1.0
28931,1.0
15989,0.0
32696,0.0
36405,1.0
20597,1.0
25868,0.0
44957,0.0
31371,0.0
45456,1.0
1893,1.0
7833,0.0
32651,1.0
22886,0.0
20746,1.0
33030,0.0
375,0.0
18350,0.0
30771,1.0
1466,1.0
12615,0.0
13543,0.0
5696,0.0
17627,1.0
4837,0.0
44188,0.0
33709,1.0
42431,0.0
29098,1.0
15882,1.0
10905,0.0
46944,0.0
4875,0.0
39346,1.0
19183,1.0
13331,1.0
45374,1.0
25625,0.0
23154,0.0
17241,0.0
2035,0.0
20423,0.0
10450,1.0
18542,0.0
17883,0.0
6828,1.0
7130,0.0
40037,0.0
20469,1.0
13990,1.0
35912,0.0
7371,0.0
40299,0.0
45081,0.0
44051,1.0
34844,0.0
4103,0.0
7493,1.0
29377,0.0
38736,0.0
24704,0.0
15470,0.0
23988,0.0
26681,0.0
20350,1.0
44170,1.0
48163,1.0
2575,1.0
30425,0.0
4042,1.0
12853,1.0
32467,1.0
42230,0.0
30791,1.0
15960,0.0
19162,0.0
37371,1.0
21316,0.0
14252,1.0
34753,0.0
20245,1.0
40542,1.0
16709,0.0
22778,0.0
935,0.0
4054,0.0
46476,0.0
37997,1.0
13666,1.0
864,0.0
37710,1.0
22394,0.0
16755,0.0
36634,0.0
40708,0.0
33377,1.0
37419,1.0
46345,1.0
15886,0.0
20013,1.0
14022,1.0
18748,0.0
7148,1.0
12997,1.0
20173,1.0
44777,1.0
10900,1.0
5060,0.0
9615,0.0
8044,1.0
17046,0.0
8386,1.0
43940,1.0
28835,1.0
27564,0.0
42079,0.0
44306,1.0
48346,0.0
13731,0.0
5573,0.0
6135,1.0
29845,1.0
20811,1.0
10553,1.0
5247,1.0
21153,1.0
3981,0.0
24209,1.0
30564,0.0
11085,1.0
19053,0.0
27540,0.0
16663,0.0
2172,0.0
32083,1.0
31899,0.0
44401,1.0
41486,1.0
7452,1.0
26270,0.0
17793,0.0
13210,0.0
15995,1.0
21057,1.0
21267,0.0
21067,1.0
29007,1.0
44643,1.0
29978,1.0
20947,0.0
43104,1.0
32463,1.0
17653,0.0
29092,1.0
41513,0.0
34152,1.0
43046,0.0
33065,1.0
8635,0.0
36635,0.0
13907,0.0
14209,0.0
24368,1.0
18613,0.0
15216,0.0
2537,1.0
16395,1.0
39404,0.0
7498,1.0
41777,1.0
20426,0.0
10770,1.0
32535,0.0
30313,1.0
23238,1.0
21684,1.0
17755,1.0
11984,0.0
35422,0.0
24881,1.0
26627,0.0
33654,0.0
37770,0.0
44387,0.0
31831,1.0
3178,1.0
23853,1.0
40975,1.0
32528,1.0
35131,0.0
48170,0.0
22337,1.0
287,1.0
26206,0.0
35230,1.0
10068,1.0
12450,0.0
41449,0.0
4675,1.0
39560,1.0
31308,0.0
30497,1.0
33045,0.0
43643,0.0
23165,1.0
28164,1.0
43954,0.0
3121,1.0
17695,1.0
41107,1.0
36174,1.0
31301,1.0
45646,1.0
31730,1.0
30062,1.0
691,1.0
35349,0.0
18293,1.0
20950,1.0
16428,1.0
20323,0.0
41909,1.0
39876,1.0
4319,0.0
35733,0.0
25763,1.0
4926,1.0
4933,0.0
14616,0.0
13971,1.0
46673,1.0
23862,0.0
22692,1.0
3092,0.0
21097,1.0
12748,1.0
24338,1.0
42860,1.0
3982,0.0
20674,1.0
23324,0.0
34172,1.0
1094,0.0
22927,1.0
28310,1.0
15972,1.0
28747,1.0
46052,0.0
37583,0.0
38724,0.0
25095,1.0
18211,0.0
20855,0.0
28202,0.0
18443,0.0
23527,1.0
21054,1.0
12205,1.0
31422,1.0
32006,1.0
14407,0.0
32766,0.0
4686,1.0
4922,0.0
5877,1.0
30595,0.0
32443,1.0
16459,1.0
35113,1.0
41198,1.0
25006,0.0
13675,1.0
47969,1.0
8378,1.0
25359,0.0
47465,0.0
25553,1.0
39169,0.0
5695,0.0
2941,1.0
43713,0.0
31222,0.0
43658,0.0
40149,0.0
38346,0.0
10338,1.0
42761,0.0
40673,0.0
26671,0.0
11618,1.0
25933,0.0
33816,1.0
44354,0.0
6782,1.0
43959,1.0
45942,1.0
46069,0.0
19945,1.0
19480,1.0
29166,0.0
35183,0.0
23799,1.0
31980,0.0
35739,1.0
12317,1.0
16508,1.0
13001,0.0
1814,0.0
31976,0.0
14586,0.0
25174,1.0
13704,1.0
31721,0.0
45621,1.0
48014,1.0
14191,1.0
18581,1.0
20435,0.0
17600,0.0
40469,0.0
32247,1.0
33576,0.0
40031,0.0
30096,1.0
4906,1.0
3722,0.0
12734,1.0
36730,1.0
45452,1.0
2671,1.0
41989,1.0
4552,0.0
6009,0.0
28430,0.0
19601,0.0
38505,0.0
18437,1.0
27542,1.0
3164,0.0
39531,0.0
1657,0.0
47420,0.0
19094,0.0
40317,0.0
37034,0.0
23099,1.0
38084,1.0
31601,1.0
27877,1.0
19229,0.0
48107,0.0
33769,1.0
36966,1.0
35186,0.0
9772,0.0
3558,0.0
43388,0.0
4887,1.0
46304,1.0
